SensorID,timestamp,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH
213,1097193600000,1.7,1147,NaN,9.6,964,165,668,60,1517,1116,20.6,62.0,1.4827
213,1097197200000,1.2,1040,NaN,6.5,836,111,762,53,1423,974,20.3,62.5,1.472
213,1097200800000,0.7,920,NaN,3.6,688,67,920,47,1317,820,20.5,62.1,1.4771
213,1097204400000,0.7,931,NaN,3.3,670,NaN,931,NaN,1326,792,18.7,68.5,1.4586
213,1097208000000,0.8,954,NaN,4.4,731,88,865,43,1360,839,18.2,70.3,1.4498
213,1097211600000,0.9,981,NaN,5.5,790,147,817,47,1390,898,18.2,70.1,1.4552
213,1097215200000,1.7,1147,NaN,10.8,1009,279,653,50,1589,1096,18.2,70.0,1.4519
213,1097218800000,5.7,1606,NaN,31.2,1578,665,440,81,2205,1786,19.4,66.5,1.4801
213,1097222400000,4.3,1490,NaN,24.8,1424,592,465,75,2033,1604,19.5,66.9,1.4999
213,1097226000000,3.9,1473,NaN,24.2,1409,557,483,87,1984,1637,21.1,61.1,1.5056
213,1097229600000,5.1,1582,NaN,29.5,1539,693,435,128,2141,1827,23.2,54.7,1.5349
213,1097233200000,3.7,1468,NaN,21.0,1323,530,496,105,1913,1641,24.4,52.5,1.5807
213,1097236800000,3.3,1413,NaN,19.6,1285,412,518,101,1883,1505,26.4,45.8,1.553
213,1097240400000,3.6,1400,NaN,21.2,1331,366,520,100,1916,1465,27.7,39.2,1.4356
213,1097244000000,3.2,1361,NaN,18.0,1238,344,548,98,1805,1368,28.0,39.6,1.4738
213,1097247600000,3.5,1389,NaN,20.5,1311,339,525,98,1845,1748,28.7,38.4,1.486
213,1097251200000,2.4,1305,NaN,15.6,1167,297,586,98,1690,1301,28.5,39.4,1.5147
213,1097254800000,2.9,1354,NaN,19.2,1275,294,543,90,1799,1338,28.4,39.8,1.5191
213,1097258400000,2.3,1352,NaN,20.0,1296,211,534,84,1846,1337,26.4,45.9,1.5572
213,1097262000000,3.1,1472,NaN,21.1,1327,323,497,101,1895,1516,25.2,49.5,1.5665
213,1097265600000,2.9,1412,NaN,18.6,1256,333,525,98,1797,1435,24.9,50.9,1.5856
213,1097269200000,1.5,1221,NaN,12.3,1061,163,619,76,1615,1178,24.6,52.2,1.5951
213,1097272800000,1.5,1230,NaN,10.3,990,151,652,71,1559,1111,24.0,54.4,1.6049
213,1097276400000,1.7,1247,NaN,9.6,961,167,666,71,1569,1112,23.8,56.1,1.6298
214,1097280000000,1.6,1217,NaN,9.9,975,174,665,66,1565,1109,22.3,60.6,1.608
214,1097283600000,1.3,1158,NaN,8.6,923,142,673,62,1519,1072,21.9,61.5,1.5967
214,1097287200000,1.4,1150,NaN,7.3,871,155,697,58,1502,1030,21.1,64.5,1.594
214,1097290800000,0.9,1061,NaN,5.4,785,NaN,766,NaN,1447,935,21.0,64.4,1.5828
214,1097294400000,0.9,1062,NaN,5.1,770,96,780,48,1450,922,21.3,63.9,1.5951
214,1097298000000,1.3,1157,NaN,7.8,890,154,681,53,1549,1054,20.8,66.7,1.6201
214,1097301600000,1.3,1167,NaN,8.2,907,211,681,55,1548,1082,20.6,67.5,1.621
214,1097305200000,2.9,1403,NaN,17.6,1229,381,523,63,1872,1365,20.9,66.3,1.6165
214,1097308800000,3.2,1453,NaN,20.1,1298,470,489,69,1940,1497,21.5,63.7,1.6186
214,1097312400000,3.4,1455,NaN,18.7,1260,464,502,84,1868,1540,23.7,56.0,1.6238
214,1097316000000,3.6,1512,NaN,19.5,1282,450,498,95,1899,1554,26.0,48.2,1.598
214,1097319600000,2.3,1331,NaN,13.0,1082,274,588,80,1689,1252,28.5,42.4,1.6286
214,1097323200000,3.1,1472,NaN,18.2,1246,306,512,87,1873,1455,28.1,45.3,1.6957
214,1097326800000,3.3,1430,NaN,16.2,1187,308,539,94,1812,1339,29.0,43.9,1.7309
214,1097330400000,1.9,1264,NaN,11.0,1016,186,624,76,1650,1062,28.9,44.3,1.7392
214,1097334000000,2.6,1378,NaN,15.9,1177,238,548,92,1775,1266,29.6,42.3,1.7248
214,1097337600000,2.7,1377,NaN,14.2,1123,249,578,94,1716,1223,29.4,42.9,1.7308
214,1097341200000,3.7,1527,NaN,19.9,1293,378,502,110,1907,1469,28.7,45.1,1.7468
214,1097344800000,3.8,1573,NaN,21.7,1343,386,470,109,1990,1553,27.0,51.2,1.7928
214,1097348400000,4.8,1674,NaN,25.7,1447,461,448,122,2065,1689,26.5,52.7,1.7966
214,1097352000000,3.5,1455,NaN,17.3,1218,394,535,107,1796,1387,26.2,51.7,1.7334
214,1097355600000,2.2,1242,NaN,11.2,1022,266,630,83,1641,1139,24.8,56.4,1.7447
214,1097359200000,1.5,1181,NaN,8.9,935,158,701,62,1565,960,24.9,56.0,1.7367
214,1097362800000,3.4,1468,NaN,15.2,1155,319,565,89,1738,1293,24.5,57.5,1.7433
215,1097366400000,3.7,1520,NaN,17.2,1217,409,552,103,1812,1357,24.7,56.9,1.7438
215,1097370000000,2.0,1203,NaN,11.9,1046,223,621,74,1664,1103,23.9,59.2,1.7327
215,1097373600000,1.4,1096,NaN,8.1,903,107,732,52,1560,857,23.8,60.2,1.7515
215,1097377200000,1.1,991,NaN,4.9,759,NaN,845,NaN,1440,658,23.5,61.3,1.7538
215,1097380800000,NaN,941,NaN,3.6,686,50,942,38,1406,549,22.8,64.0,1.7507
215,1097384400000,0.7,952,NaN,3.7,695,56,910,39,1429,627,22.2,65.6,1.7355
215,1097388000000,1.2,1082,NaN,6.3,825,163,753,59,1526,930,21.3,69.1,1.7275
215,1097391600000,1.3,1095,NaN,7.7,886,187,705,56,1574,1001,21.3,68.2,1.7127
215,1097395200000,1.1,1049,NaN,6.3,826,150,765,51,1521,917,22.2,65.2,1.7256
215,1097398800000,1.0,1055,NaN,5.6,795,103,807,51,1494,834,24.1,59.0,1.7449
215,1097402400000,1.2,1074,NaN,5.1,767,143,814,58,1489,796,24.3,61.6,1.8468
215,1097406000000,1.9,1229,NaN,9.0,941,220,680,68,1653,1040,24.8,59.6,1.8351
215,1097409600000,2.3,1228,NaN,9.3,952,301,668,81,1622,1110,24.5,58.8,1.7838
215,1097413200000,1.6,1107,NaN,5.9,807,214,768,73,1546,836,21.0,76.8,1.8881
215,1097416800000,1.3,1031,NaN,4.4,732,162,872,69,1476,704,19.8,78.0,1.7879
215,1097420400000,1.8,1155,NaN,5.8,804,232,815,81,1510,773,19.4,80.5,1.7917
215,1097424000000,1.7,1131,NaN,6.6,841,254,784,82,1531,811,19.6,79.1,1.7877
215,1097427600000,1.8,1143,NaN,7.8,890,224,744,71,1578,848,20.8,73.1,1.7695
215,1097431200000,2.0,1145,NaN,8.4,915,247,733,81,1586,892,21.1,68.6,1.7014
215,1097434800000,2.2,1169,NaN,8.3,910,334,726,87,1563,992,21.1,68.3,1.6914
215,1097438400000,1.6,1105,NaN,8.1,905,239,734,72,1576,950,21.2,67.7,1.6848
215,1097442000000,1.3,1049,NaN,6.1,817,168,806,63,1517,882,20.8,68.6,1.6719
215,1097445600000,1.5,1069,NaN,6.7,844,185,767,63,1527,883,20.8,68.1,1.6585
215,1097449200000,1.5,1073,NaN,6.6,838,178,768,63,1549,892,20.7,68.4,1.6507
216,1097452800000,1.3,1039,NaN,6.1,817,132,799,55,1502,836,20.1,70.5,1.6384
216,1097456400000,1.4,1021,NaN,6.0,811,135,794,52,1502,837,20.2,67.9,1.5901
216,1097460000000,0.5,825,NaN,1.4,536,39,1203,32,1302,498,19.4,70.4,1.5663
216,1097463600000,0.4,828,NaN,1.7,558,NaN,1166,NaN,1304,494,18.8,73.8,1.5885
216,1097467200000,0.4,847,NaN,1.9,576,33,1139,29,1321,507,17.9,77.7,1.5795
216,1097470800000,0.6,903,NaN,3.4,679,90,956,44,1385,660,18.2,76.9,1.5945
216,1097474400000,1.1,1041,NaN,7.2,865,164,757,53,1486,902,18.6,74.9,1.5918
216,1097478000000,2.9,1314,NaN,19.0,1267,336,559,62,1888,1240,19.6,70.3,1.5821
216,1097481600000,3.5,1326,NaN,24.5,1416,366,499,68,1971,1395,20.2,66.6,1.5567
216,1097485200000,4.6,1464,NaN,25.6,1444,565,475,85,2049,1625,19.7,68.9,1.5638
216,1097488800000,3.4,1313,NaN,17.1,1213,536,564,88,1789,1359,19.2,73.4,1.6192
216,1097492400000,2.3,1202,NaN,12.3,1058,416,647,82,1623,1152,20.0,69.6,1.607
216,1097496000000,2.7,1225,NaN,15.2,1155,379,607,91,1738,1159,21.1,64.0,1.5795
216,1097499600000,3.1,1257,NaN,18.3,1248,368,557,87,1837,1179,20.2,67.4,1.5832
216,1097503200000,3.2,1271,NaN,17.2,1217,444,566,90,1810,1227,20.2,68.9,1.6074
216,1097506800000,2.5,1179,NaN,14.1,1120,352,634,97,1667,1119,21.9,57.6,1.4942
216,1097510400000,3.4,1278,NaN,18.3,1248,375,574,99,1814,1243,23.2,52.0,1.4642
216,1097514000000,4.8,1435,NaN,25.0,1429,479,499,109,2072,1449,21.7,59.1,1.5115
216,1097517600000,4.5,1326,NaN,22.2,1356,448,525,95,1966,1405,20.8,61.4,1.4898
216,1097521200000,4.0,1324,NaN,21.4,1335,388,537,80,1920,1444,19.9,64.2,1.4711
216,1097524800000,3.2,1206,NaN,16.2,1185,376,592,76,1751,1386,19.7,65.1,1.4769
216,1097528400000,1.9,1052,NaN,10.3,987,224,700,62,1556,1102,20.0,63.3,1.4672
216,1097532000000,1.9,1057,NaN,8.9,934,206,743,57,1525,1041,19.0,66.1,1.4415
216,1097535600000,1.3,952,NaN,6.5,833,143,846,57,1381,881,18.8,60.9,1.3032
217,1097539200000,1.1,911,NaN,5.1,769,113,919,54,1340,791,18.9,60.7,1.311
217,1097542800000,1.0,898,NaN,4.6,742,93,915,50,1345,796,18.1,65.2,1.343
217,1097546400000,0.5,809,NaN,2.1,593,58,1134,44,1277,647,18.3,65.1,1.3529
217,1097550000000,0.6,823,NaN,2.4,616,NaN,1072,NaN,1300,716,18.3,66.9,1.3952
217,1097553600000,0.5,814,NaN,3.2,666,56,1029,34,1311,719,17.8,67.5,1.3674
217,1097557200000,0.8,857,NaN,3.9,705,105,982,44,1312,733,16.9,66.7,1.2772
217,1097560800000,1.2,935,NaN,6.0,810,243,881,74,1356,835,17.8,60.6,1.2276
217,1097564400000,2.7,1159,NaN,13.8,1110,492,671,101,1650,1094,17.6,60.8,1.2151
217,1097568000000,3.0,1102,NaN,14.8,1141,435,648,103,1594,1114,17.9,57.8,1.1751
217,1097571600000,NaN,979,NaN,8.4,917,NaN,795,NaN,1398,903,18.1,56.4,1.1645
217,1097575200000,NaN,998,NaN,9.0,941,NaN,785,NaN,1442,914,18.2,55.9,1.1547
217,1097578800000,NaN,962,NaN,8.3,911,NaN,793,NaN,1380,872,19.7,49.1,1.1148
217,1097582400000,NaN,985,NaN,9.5,957,NaN,773,NaN,1426,860,20.8,45.8,1.1126
217,1097586000000,NaN,1043,NaN,12.1,1053,NaN,707,NaN,1514,959,20.5,46.0,1.1
217,1097589600000,NaN,929,NaN,7.4,875,NaN,826,NaN,1365,814,18.9,50.6,1.0927
217,1097593200000,NaN,946,NaN,8.0,898,NaN,816,NaN,1377,827,18.4,51.6,1.0832
217,1097596800000,NaN,955,NaN,7.9,894,NaN,818,NaN,1366,804,17.9,52.6,1.0711
217,1097600400000,NaN,1004,NaN,10.9,1012,NaN,730,NaN,1460,906,17.1,54.2,1.0503
217,1097604000000,NaN,1037,NaN,12.1,1053,NaN,708,NaN,1480,958,16.5,56.2,1.0455
217,1097607600000,NaN,1066,NaN,14.7,1140,NaN,670,NaN,1577,1032,16.7,54.1,1.0212
217,1097611200000,NaN,890,NaN,6.0,813,NaN,898,NaN,1274,772,15.4,57.7,1.0008
217,1097614800000,NaN,843,NaN,4.3,729,NaN,990,NaN,1219,618,15.5,57.1,0.9971
217,1097618400000,NaN,834,NaN,4.1,716,NaN,997,NaN,1205,614,15.6,55.9,0.985
217,1097622000000,NaN,809,NaN,3.1,659,NaN,1074,NaN,1161,550,14.8,58.4,0.9777
218,1097625600000,NaN,786,NaN,2.2,600,NaN,1164,NaN,1132,511,14.8,57.9,0.9662
218,1097629200000,NaN,747,NaN,1.5,543,NaN,1276,NaN,1100,469,14.6,57.6,0.9517
218,1097632800000,NaN,723,NaN,0.9,485,NaN,1419,NaN,1065,425,14.6,57.1,0.9428
218,1097636400000,NaN,704,NaN,0.5,444,NaN,1558,NaN,1050,394,14.4,57.6,0.9416
218,1097640000000,NaN,709,NaN,0.6,449,NaN,1590,NaN,1055,392,14.5,57.4,0.9413
218,1097643600000,NaN,726,NaN,0.7,466,NaN,1485,NaN,1066,408,14.3,58.4,0.9501
218,1097647200000,NaN,798,NaN,2.2,599,NaN,1205,NaN,1141,517,14.7,57.4,0.9564
218,1097650800000,NaN,925,NaN,5.8,800,NaN,908,NaN,1272,750,14.3,58.1,0.9404
218,1097654400000,NaN,906,NaN,5.9,809,NaN,878,NaN,1272,787,14.0,58.3,0.9294
218,1097658000000,1.5,896,NaN,5.9,809,286,882,78,1257,788,15.4,53.2,0.9246
218,1097661600000,1.2,882,NaN,5.3,776,281,932,72,1222,760,16.5,49.9,0.9289
218,1097665200000,NaN,948,NaN,6.9,853,NaN,859,NaN,1283,839,17.4,47.6,0.9387
218,1097668800000,NaN,945,NaN,7.7,886,NaN,818,NaN,1307,827,18.0,46.1,0.9401
218,1097672400000,NaN,942,NaN,7.3,871,NaN,832,NaN,1314,765,17.9,46.5,0.9474
218,1097676000000,NaN,943,NaN,7.2,864,NaN,831,NaN,1297,814,17.4,48.3,0.955
218,1097679600000,NaN,894,NaN,6.0,810,NaN,892,NaN,1258,737,16.0,52.6,0.9489
218,1097683200000,NaN,984,NaN,8.3,910,NaN,795,NaN,1348,875,15.3,58.7,1.0154
218,1097686800000,NaN,1044,NaN,11.2,1022,NaN,726,NaN,1454,983,15.2,55.9,0.9572
218,1097690400000,NaN,981,NaN,10.1,983,NaN,759,NaN,1370,942,14.8,56.3,0.9459
218,1097694000000,NaN,1021,NaN,10.6,1001,NaN,731,NaN,1415,971,14.7,57.8,0.9626
218,1097697600000,NaN,943,NaN,7.2,867,NaN,834,NaN,1314,891,14.8,57.3,0.9603
218,1097701200000,NaN,863,NaN,4.4,732,NaN,970,NaN,1207,724,14.9,57.1,0.9581
218,1097704800000,NaN,847,NaN,3.8,698,NaN,1013,NaN,1174,719,15.2,55.5,0.9521
218,1097708400000,NaN,859,NaN,3.8,698,NaN,1015,NaN,1189,705,15.3,55.4,0.9564
219,1097712000000,NaN,861,NaN,4.0,712,NaN,1004,NaN,1197,718,15.1,56.9,0.9673
219,1097715600000,NaN,786,NaN,2.2,602,NaN,1146,NaN,1123,584,15.0,56.4,0.9554
219,1097719200000,NaN,740,NaN,1.1,506,NaN,1333,NaN,1074,469,14.9,56.4,0.9474
219,1097722800000,NaN,730,NaN,0.8,483,NaN,1434,NaN,1065,438,15.2,54.7,0.9394
219,1097726400000,NaN,728,NaN,0.8,475,NaN,1436,NaN,1061,432,15.1,55.4,0.9439
219,1097730000000,NaN,755,NaN,1.2,517,NaN,1325,NaN,1091,487,14.9,56.8,0.9541
219,1097733600000,NaN,854,NaN,3.2,663,NaN,1080,NaN,1189,655,15.2,55.9,0.9589
219,1097737200000,NaN,1079,NaN,10.2,985,NaN,758,NaN,1465,1009,15.3,56.3,0.9684
219,1097740800000,NaN,1097,NaN,13.6,1103,NaN,659,NaN,1520,1113,15.6,55.4,0.9725
219,1097744400000,NaN,1024,NaN,9.9,976,NaN,747,NaN,1386,1030,16.3,53.3,0.9809
219,1097748000000,NaN,990,NaN,9.1,942,NaN,776,NaN,1359,986,20.4,42.2,0.9964
219,1097751600000,NaN,1013,NaN,8.0,901,NaN,788,NaN,1369,975,21.9,39.4,1.0234
219,1097755200000,NaN,1051,NaN,9.7,968,NaN,746,NaN,1442,984,21.5,41.2,1.0399
219,1097758800000,NaN,1052,NaN,9.7,966,NaN,726,NaN,1446,982,22.2,41.4,1.097
219,1097762400000,NaN,1141,NaN,12.0,1049,NaN,675,NaN,1530,1117,21.0,46.8,1.1508
219,1097766000000,NaN,1130,NaN,11.3,1024,NaN,679,NaN,1537,1177,21.9,44.9,1.1635
219,1097769600000,NaN,1099,NaN,10.4,993,NaN,711,NaN,1507,1129,21.5,46.7,1.1837
219,1097773200000,NaN,1182,NaN,12.4,1064,NaN,653,NaN,1616,1217,19.7,56.6,1.2811
219,1097776800000,NaN,1211,NaN,14.6,1135,NaN,615,NaN,1682,1234,18.8,60.8,1.3036
219,1097780400000,NaN,1340,NaN,21.0,1324,NaN,537,NaN,1907,1412,19.3,59.6,1.3195
219,1097784000000,NaN,1299,NaN,17.9,1237,NaN,553,NaN,1804,1350,17.6,69.2,1.3803
219,1097787600000,NaN,1046,NaN,7.3,872,NaN,769,NaN,1479,968,16.4,77.1,1.4243
219,1097791200000,NaN,949,NaN,4.8,754,NaN,884,NaN,1393,759,16.6,77.3,1.4491
219,1097794800000,NaN,966,NaN,4.8,756,NaN,908,NaN,1363,741,15.9,78.1,1.4039
220,1097798400000,NaN,1062,NaN,7.7,887,NaN,770,NaN,1473,866,15.1,82.3,1.4009
220,1097802000000,NaN,934,NaN,4.3,730,NaN,906,NaN,1345,757,14.8,83.8,1.4005
220,1097805600000,NaN,862,NaN,3.0,649,NaN,1046,NaN,1289,675,14.4,84.6,1.3794
220,1097809200000,NaN,823,NaN,2.1,590,NaN,1125,NaN,1241,624,15.8,77.6,1.3792
220,1097812800000,NaN,839,NaN,2.3,604,NaN,1097,NaN,1259,605,15.2,79.4,1.3605
220,1097816400000,NaN,879,NaN,3.5,681,NaN,992,NaN,1312,703,14.8,81.9,1.3735
220,1097820000000,NaN,1095,NaN,10.0,977,NaN,725,NaN,1562,998,14.6,82.9,1.3706
220,1097823600000,NaN,1359,NaN,20.5,1311,NaN,544,NaN,1878,1311,14.8,80.4,1.3428
220,1097827200000,NaN,1354,NaN,22.2,1358,NaN,519,NaN,1942,1403,15.6,77.1,1.3527
220,1097830800000,NaN,1420,NaN,24.1,1405,NaN,501,NaN,1941,1573,17.3,70.9,1.3876
220,1097834400000,NaN,1265,NaN,17.4,1221,NaN,578,NaN,1760,1354,22.2,51.3,1.3543
220,1097838000000,NaN,1146,NaN,14.2,1122,NaN,639,NaN,1659,1131,24.4,43.9,1.3184
220,1097841600000,NaN,1150,NaN,15.0,1149,NaN,620,NaN,1676,1113,22.7,47.6,1.2989
220,1097845200000,NaN,1282,NaN,18.3,1247,NaN,560,NaN,1861,1258,20.5,61.5,1.4673
220,1097848800000,NaN,1067,NaN,13.0,1085,NaN,684,NaN,1548,985,23.3,40.4,1.1421
220,1097852400000,NaN,1185,NaN,18.1,1243,NaN,603,NaN,1689,1197,23.2,39.9,1.1172
220,1097856000000,NaN,1312,NaN,23.1,1381,NaN,540,NaN,1881,1402,21.5,44.5,1.129
220,1097859600000,NaN,1319,NaN,24.9,1426,NaN,509,NaN,1938,1491,20.9,48.5,1.1878
220,1097863200000,NaN,1255,NaN,21.7,1342,NaN,539,NaN,1875,1396,19.8,53.1,1.216
220,1097866800000,NaN,1123,NaN,14.1,1119,NaN,648,NaN,1593,1198,20.1,53.6,1.2477
220,1097870400000,NaN,1126,NaN,11.9,1045,NaN,689,NaN,1523,1166,19.6,56.0,1.2623
220,1097874000000,NaN,924,NaN,5.1,766,NaN,902,NaN,1357,752,18.6,60.4,1.2817
220,1097877600000,NaN,982,NaN,6.8,849,NaN,853,NaN,1390,717,14.5,78.3,1.288
220,1097881200000,NaN,936,NaN,4.8,756,NaN,939,NaN,1311,693,16.3,70.5,1.2921
221,1097884800000,NaN,1069,NaN,7.2,865,NaN,825,NaN,1394,816,14.1,83.8,1.346
221,1097888400000,NaN,967,NaN,5.4,785,NaN,879,NaN,1326,766,14.5,81.3,1.3399
221,1097892000000,NaN,869,NaN,3.0,649,NaN,1033,NaN,1249,631,14.7,80.7,1.3414
221,1097895600000,NaN,916,NaN,3.7,692,NaN,986,NaN,1287,683,14.5,82.1,1.3493
221,1097899200000,NaN,886,NaN,3.6,686,NaN,970,NaN,1278,654,15.0,78.4,1.3333
221,1097902800000,NaN,926,NaN,4.7,747,NaN,902,NaN,1325,759,14.5,80.5,1.3221
221,1097906400000,NaN,971,NaN,6.9,851,NaN,808,NaN,1389,876,14.6,79.0,1.3082
221,1097910000000,NaN,1029,NaN,7.7,886,NaN,807,NaN,1446,926,15.0,74.8,1.2672
221,1097913600000,NaN,1124,NaN,12.2,1057,NaN,667,NaN,1569,1091,15.9,70.4,1.2658
221,1097917200000,NaN,1063,NaN,9.6,964,NaN,729,NaN,1454,1045,17.4,62.3,1.2282
221,1097920800000,NaN,1028,NaN,9.6,961,NaN,756,NaN,1413,928,21.3,42.9,1.0727
221,1097924400000,NaN,944,NaN,8.3,910,NaN,828,NaN,1342,777,22.0,38.9,1.0154
221,1097928000000,NaN,913,NaN,7.0,857,NaN,892,NaN,1275,640,20.3,41.3,0.9745
221,1097931600000,NaN,966,NaN,8.2,906,NaN,819,NaN,1354,741,20.2,45.6,1.0663
221,1097935200000,NaN,833,NaN,4.5,737,NaN,1021,NaN,1162,483,20.8,37.4,0.9107
221,1097938800000,NaN,891,NaN,5.5,789,NaN,960,NaN,1234,522,21.6,35.9,0.9164
221,1097942400000,NaN,995,NaN,8.7,927,NaN,825,NaN,1320,718,22.0,35.7,0.9329
221,1097946000000,NaN,1038,NaN,8.7,929,NaN,816,NaN,1332,798,19.9,42.0,0.9665
221,1097949600000,NaN,1146,NaN,14.0,1118,NaN,695,NaN,1534,1174,19.2,46.3,1.0158
221,1097953200000,NaN,1059,NaN,9.5,958,NaN,787,NaN,1417,891,17.9,56.9,1.1545
221,1097956800000,NaN,1065,NaN,7.9,893,NaN,819,NaN,1397,799,14.7,75.5,1.2554
221,1097960400000,NaN,1013,NaN,6.2,822,NaN,855,NaN,1377,855,15.1,78.9,1.3409
221,1097964000000,NaN,942,NaN,4.0,712,NaN,979,NaN,1303,734,17.2,66.7,1.2987
221,1097967600000,NaN,925,NaN,4.4,735,NaN,960,NaN,1284,691,15.4,73.2,1.2755
222,1097971200000,NaN,871,NaN,2.6,628,NaN,1118,NaN,1228,557,16.5,68.5,1.2753
222,1097974800000,NaN,864,NaN,2.7,633,NaN,1097,NaN,1259,523,16.4,70.3,1.3031
222,1097978400000,NaN,929,NaN,3.8,698,NaN,991,NaN,1307,610,15.4,78.1,1.3557
222,1097982000000,NaN,912,NaN,3.6,690,NaN,984,NaN,1309,574,15.8,75.5,1.3436
222,1097985600000,NaN,817,NaN,2.2,602,NaN,1120,NaN,1227,470,16.0,69.5,1.2549
222,1097989200000,NaN,786,NaN,1.7,558,NaN,1217,NaN,1179,434,15.0,71.0,1.2032
222,1097992800000,NaN,827,NaN,2.1,595,NaN,1208,NaN,1214,507,13.9,75.2,1.1884
222,1097996400000,NaN,789,NaN,2.3,604,NaN,1181,NaN,1171,467,15.9,62.1,1.1103
222,1098000000000,NaN,875,NaN,4.8,754,NaN,961,NaN,1296,591,15.9,61.0,1.0911
222,1098003600000,NaN,959,NaN,5.6,792,NaN,913,NaN,1315,717,17.1,58.7,1.1332
222,1098007200000,NaN,969,NaN,6.8,850,NaN,846,NaN,1351,774,19.2,51.9,1.1404
222,1098010800000,NaN,947,NaN,6.2,821,NaN,900,NaN,1302,697,21.5,42.6,1.0798
222,1098014400000,NaN,960,NaN,6.8,848,NaN,866,NaN,1305,701,21.6,39.9,1.0156
222,1098018000000,NaN,1017,NaN,11.1,1020,NaN,744,NaN,1478,752,21.6,40.4,1.0309
222,1098021600000,NaN,979,NaN,12.2,1057,NaN,701,NaN,1473,760,22.0,37.3,0.9768
222,1098025200000,NaN,843,NaN,4.7,748,NaN,999,NaN,1179,505,22.1,35.2,0.9253
222,1098028800000,NaN,877,NaN,5.1,769,NaN,962,NaN,1212,529,22.4,36.0,0.9621
222,1098032400000,NaN,1053,NaN,12.7,1072,NaN,733,NaN,1495,832,20.9,40.3,0.9866
222,1098036000000,NaN,1047,NaN,11.6,1037,NaN,749,NaN,1429,904,19.8,41.5,0.9489
222,1098039600000,NaN,1105,NaN,12.7,1074,NaN,712,NaN,1457,1050,18.2,46.0,0.9538
222,1098043200000,NaN,1008,NaN,9.7,968,NaN,783,NaN,1348,1000,17.3,50.3,0.9837
222,1098046800000,NaN,975,NaN,7.8,891,NaN,814,NaN,1361,911,15.8,57.6,1.0271
222,1098050400000,NaN,954,NaN,6.8,850,NaN,840,NaN,1321,858,15.5,59.7,1.0413
222,1098054000000,NaN,987,NaN,8.1,904,NaN,808,NaN,1344,903,15.5,60.6,1.0574
223,1098057600000,NaN,880,NaN,5.4,784,NaN,922,NaN,1252,781,15.8,59.9,1.0676
223,1098061200000,NaN,856,NaN,4.4,732,NaN,988,NaN,1247,714,14.8,64.3,1.073
223,1098064800000,NaN,788,NaN,2.4,614,NaN,1116,NaN,1177,625,14.8,64.7,1.0788
223,1098068400000,NaN,760,NaN,1.6,555,NaN,1226,NaN,1158,568,13.8,67.6,1.0581
223,1098072000000,NaN,777,NaN,1.8,570,NaN,1191,NaN,1167,616,14.5,65.0,1.0672
223,1098075600000,NaN,825,NaN,3.1,661,NaN,1074,NaN,1207,710,14.0,67.4,1.0703
223,1098079200000,NaN,1011,NaN,9.2,947,NaN,759,NaN,1425,953,12.6,73.6,1.0699
223,1098082800000,NaN,1237,NaN,20.8,1319,NaN,576,NaN,1741,1271,13.3,70.4,1.0711
223,1098086400000,NaN,1298,NaN,26.8,1473,NaN,514,NaN,1884,1447,14.4,65.8,1.0773
223,1098090000000,NaN,1153,NaN,17.7,1230,NaN,616,NaN,1565,1296,16.8,57.8,1.0947
223,1098093600000,NaN,1101,NaN,14.2,1124,NaN,646,NaN,1521,1217,19.7,49.3,1.1199
223,1098097200000,NaN,1215,NaN,16.8,1203,NaN,599,NaN,1664,1341,21.1,47.2,1.1659
223,1098100800000,NaN,1163,NaN,16.0,1179,NaN,608,NaN,1641,1180,22.2,43.2,1.1427
223,1098104400000,NaN,1285,NaN,19.9,1293,NaN,549,NaN,1797,1365,21.4,47.2,1.1927
223,1098108000000,NaN,1288,NaN,18.5,1253,NaN,537,NaN,1763,1410,19.9,55.4,1.2702
223,1098111600000,NaN,1362,NaN,21.4,1334,NaN,512,NaN,1862,1529,20.3,54.0,1.2744
223,1098115200000,NaN,1405,NaN,22.8,1372,NaN,497,NaN,1883,1573,20.0,56.5,1.3051
223,1098118800000,NaN,1610,NaN,36.5,1697,NaN,407,NaN,2287,1810,19.7,57.8,1.3138
223,1098122400000,NaN,1612,NaN,38.8,1745,NaN,398,NaN,2357,1834,19.3,59.0,1.3077
223,1098126000000,NaN,1520,NaN,32.3,1604,NaN,436,NaN,2161,1672,18.5,60.3,1.2706
223,1098129600000,NaN,1489,NaN,29.3,1534,NaN,444,NaN,2080,1686,17.8,66.3,1.341
223,1098133200000,NaN,1181,NaN,14.2,1124,NaN,597,NaN,1606,1302,17.6,65.9,1.3175
223,1098136800000,NaN,995,NaN,8.0,898,NaN,761,NaN,1409,1023,17.5,63.5,1.2622
223,1098140400000,NaN,998,NaN,7.4,875,NaN,779,NaN,1380,992,16.5,67.2,1.2491
224,1098144000000,NaN,984,NaN,7.2,864,NaN,788,NaN,1371,960,16.2,69.1,1.259
224,1098147600000,NaN,1022,NaN,8.0,898,NaN,746,NaN,1414,955,14.9,74.7,1.2564
224,1098151200000,NaN,951,NaN,6.5,835,NaN,788,NaN,1354,887,14.1,76.7,1.2273
